,goods_no,est_no,image,point_yn
617,1100326,13491169,/data/estimate/1100326_0/gallery_5fc75a3871ef1.jpg,N
618,1107327,13491216,/data/estimate/1107327_0/gallery_5fc75a62422bb.jpg,N
619,1524690,13491293,/data/estimate/1524690_0/gallery_5fc75ab92a17a.jpg,N
620,1479855,13491346,/data/estimate/1479855_0/gallery_5fc75afb1c09e.jpg,N
621,1108605,13491377,/data/estimate/1108605_0/gallery_5fc75b23227f5.jpg,N
622,1304184,13491401,/data/estimate/1304184_0/gallery_5fc75b42bc2fb.jpg,N
623,1687156,13491502,/data/estimate/1687156_0/gallery_5fc75bbf2175c.jpg,N
624,1272554,13491576,/data/estimate/1272554_0/gallery_5fc75c23496c4.jpg,N
625,1687103,13491665,/data/estimate/1687103_0/gallery_5fc75c91dc9f3.jpg,N
626,1609047,13491790,/data/estimate/1609047_0/gallery_5fc75d354e761.jpg,N
627,1167500,13491874,/data/estimate/1167500_0/gallery_5fc75d896cf69.jpg,N
628,1214813,13492011,/data/estimate/1214813_0/gallery_5fc75e0c3e9b1.jpg,N
629,1387452,13492015,/data/estimate/1387452_0/gallery_5fc75e12c3541.jpg,N
630,1037219,13492028,/data/estimate/1037219_0/gallery_5fc75e2099ffd.jpg,N
631,847271,13492115,/data/estimate/847271_0/gallery_5fc75e6f7eff7.jpg,N
632,847271,13492115,/data/estimate/847271_0/gallery_5fc75e70145bc.jpg,N
633,1219397,13492211,/data/estimate/1219397_0/gallery_5fc75ed5c75a8.jpg,N
634,1639556,13492250,/data/estimate/1639556_0/gallery_5fc75ef947b2b.jpg,N
635,1070655,13492253,/data/estimate/1070655_0/gallery_5fc75effdca5e.jpg,N
636,867042,13492394,/data/estimate/867042_0/gallery_5fc88dbf9e11f.jpg,N
637,1108007,13492499,/data/estimate/1108007_0/gallery_5fc7600932721.jpg,N
638,1558197,13492515,/data/estimate/1558197_0/gallery_5fc7601cf2b4d.jpg,N
639,1536298,13492530,/data/estimate/1536298_0/gallery_5fc7602a3fbd6.jpg,N
640,1536298,13492530,/data/estimate/1536298_0/gallery_5fc7602accd2a.jpg,N
641,1687100,13492625,/data/estimate/1687100_0/gallery_5fc7608fb9936.jpg,N
642,606312,13492691,/data/estimate/606312_0/gallery_5fc760daaee24.jpg,N
643,1643831,13492836,/data/estimate/1643831_0/gallery_5fc7618eb6ce2.jpg,N
644,449522,13493206,/data/estimate/449522_0/gallery_5fc7633522201.jpg,N
645,1139175,13493256,/data/estimate/1139175_0/gallery_5fc76364a0b0d.jpg,N
646,1285867,13493303,/data/estimate/1285867_0/gallery_5fc7638f93aa4.jpg,N
647,1285867,13493303,/data/estimate/1285867_0/gallery_5fc76390454aa.jpg,N
648,1186704,13493389,/data/estimate/1186704_0/gallery_5fc763e6aa92d.jpg,N
649,1545482,13493411,/data/estimate/1545482_0/gallery_5fc76406d9e48.jpg,N
650,1493689,13493414,/data/estimate/1493689_0/gallery_5fc7640b3e925.jpg,N
651,1404371,13493823,/data/estimate/1404371_0/gallery_5fc765a04469a.jpg,N
652,1234729,13493856,/data/estimate/1234729_0/gallery_5fc765b980ac6.jpg,N
653,1086824,13493941,/data/estimate/1086824_0/gallery_5fc7660ff2fa8.jpg,N
654,644038,13493974,/data/estimate/644038_0/gallery_5fc7662e553a7.jpg,N
655,1286983,13494151,/data/estimate/1286983_0/gallery_5fc766d0e4ace.jpg,N
656,1477847,13494168,/data/estimate/1477847_0/gallery_5fc766da9e423.jpg,N
657,594128,13494188,/data/estimate/594128_0/gallery_5fc766ec01314.jpg,N
658,1418257,13494458,/data/estimate/1418257_0/gallery_5fc767be70f51.jpg,N
659,1687100,13494473,/data/estimate/1687100_0/gallery_5fc767c9d2c2c.jpg,N
660,1418258,13494511,/data/estimate/1418258_0/gallery_5fc767ffac7bb.jpg,N
661,810034,13494562,/data/estimate/810034_0/gallery_5fc76824d8f11.jpg,N
662,1396653,13494568,/data/estimate/1396653_0/gallery_5fc768277b63d.jpg,N
663,1418258,13494632,/data/estimate/1418258_0/gallery_5fc7687fd8624.jpg,N
664,1496684,13494696,/data/estimate/1496684_0/gallery_5fc768cd83679.jpg,N
665,1124609,13494701,/data/estimate/1124609_0/gallery_5fc768d303a9e.jpg,N
666,1333645,13494728,/data/estimate/1333645_0/gallery_5fc768f0ebaa6.jpg,N
667,883004,13494742,/data/estimate/883004_0/gallery_5fc769017a331.jpg,N
668,1526722,13494773,/data/estimate/1526722_0/gallery_5fc7691c56dff.jpg,N
669,1256633,13494864,/data/estimate/1256633_0/gallery_5fc7698a699e8.jpg,N
670,1344329,13494920,/data/estimate/1344329_0/gallery_5fc769bc6cb5a.jpg,N
671,1344329,13494963,/data/estimate/1344329_0/gallery_5fc769e62d186.jpg,N
672,1639235,13495009,/data/estimate/1639235_0/gallery_5fc76a1664fd3.jpg,N
673,1191521,13495031,/data/estimate/1191521_0/gallery_5fc76a23925f7.jpg,N
674,1272765,13495098,/data/estimate/1272765_0/gallery_5fc76a76058f7.jpg,N
675,1216362,13495124,/data/estimate/1216362_0/gallery_5fc76a87b5a98.jpg,N
676,1535332,13495125,/data/estimate/1535332_0/gallery_5fc76a8a14022.jpg,N
677,1572271,13495168,/data/estimate/1572271_0/gallery_5fc76ab31dd84.jpg,N
678,1258408,13495180,/data/estimate/1258408_0/gallery_5fc76abb0f876.jpg,N
679,1176328,13495446,/data/estimate/1176328_0/gallery_5fc76bc79bb62.jpg,N
680,1604278,13495448,/data/estimate/1604278_0/gallery_5fc76bc911e02.jpg,N
681,1524909,13495449,/data/estimate/1524909_0/gallery_5fc76bc9e6ced.jpg,N
682,1073545,13495525,/data/estimate/1073545_0/gallery_5fc76c13e5e8f.jpg,N
683,818761,13495591,/data/estimate/818761_0/gallery_5fc76c5d6d859.jpg,N
684,1505906,13495678,/data/estimate/1505906_0/gallery_5fc76cb98761e.jpg,N
685,1666078,13495679,/data/estimate/1666078_0/gallery_5fc76cba942b4.jpg,N
686,1702823,13495742,/data/estimate/1702823_0/gallery_5fc76cfd77188.jpg,N
687,1551767,13495790,/data/estimate/1551767_0/gallery_5fc76d303040e.jpg,N
688,1214814,13495797,/data/estimate/1214814_0/gallery_5fc76d384a4ba.jpg,N
689,1292228,13495870,/data/estimate/1292228_0/gallery_5fc76d8a21705.jpg,N
690,1509046,13495924,/data/estimate/1509046_0/gallery_5fc76dc8c4d9b.jpg,N
691,1551767,13495927,/data/estimate/1551767_0/gallery_5fc76dcc5847c.jpg,N
692,1088889,13495981,/data/estimate/1088889_0/gallery_5fc76dfc2623f.jpg,N
693,1227397,13496033,/data/estimate/1227397_0/gallery_5fc76e27d7f10.jpg,N
694,1580458,13496085,/data/estimate/1580458_0/gallery_5fc76e5197d78.jpg,N
695,659554,13496109,/data/estimate/659554_0/gallery_5fc76e5fd76f5.jpg,N
696,1675163,13496155,/data/estimate/1675163_0/gallery_5fc76e8ec8b93.jpg,N
697,1052415,13496237,/data/estimate/1052415_0/gallery_5fc76ee026c3a.jpg,N
698,201528,13496335,/data/estimate/201528_0/gallery_5fc76f38eb84c.jpg,N
699,1687103,13496408,/data/estimate/1687103_0/gallery_5fc76f838cfa0.jpg,N
700,1213624,13496468,/data/estimate/1213624_0/gallery_5fc76fb246d00.jpg,N
701,1227347,13496633,/data/estimate/1227347_0/gallery_5fc7704148913.jpg,N
702,1688674,13496761,/data/estimate/1688674_0/gallery_5fc770ce05108.jpg,N
703,1688674,13496761,/data/estimate/1688674_0/gallery_5fc770ceb5dd6.jpg,N
704,1531515,13496777,/data/estimate/1531515_0/gallery_5fc770e3913c8.jpg,N
705,1214193,13496798,/data/estimate/1214193_0/gallery_5fc770f37ca9a.jpg,N
706,1470328,13496827,/data/estimate/1470328_0/gallery_5fc77110b9909.jpg,N
707,1607436,13496841,/data/estimate/1607436_0/gallery_5fc77120c4a90.jpg,N
708,865862,13496916,/data/estimate/865862_0/gallery_5fc77162627ed.jpg,N
709,865862,13496916,/data/estimate/865862_0/gallery_5fc771630ca36.jpg,N
710,1280825,13497082,/data/estimate/1280825_0/gallery_5fc771e1b190f.jpg,N
711,1280825,13497082,/data/estimate/1280825_0/gallery_5fc771e2ad805.jpg,N
712,1696937,13497118,/data/estimate/1696937_0/gallery_5fc771ffa7a7d.jpg,N
713,1279196,13497144,/data/estimate/1279196_0/gallery_5fc772156d19c.jpg,N
714,1120817,13497253,/data/estimate/1120817_0/gallery_5fc772711bde3.jpg,N
715,1615829,13497255,/data/estimate/1615829_0/gallery_5fc7727497803.jpg,N
716,186610,13497315,/data/estimate/186610_0/gallery_5fc772a9a5280.jpg,N
717,1120811,13497316,/data/estimate/1120811_0/gallery_5fc772ab75cfb.jpg,N
718,1116155,13497328,/data/estimate/1116155_0/gallery_5fc772baa468c.jpg,N
719,1557926,13497371,/data/estimate/1557926_0/gallery_5fc772e55e399.jpg,N
720,1142829,13497385,/data/estimate/1142829_0/gallery_5fc772f175783.jpg,N
721,818762,13497428,/data/estimate/818762_0/gallery_5fc773181c068.jpg,N
722,818762,13497428,/data/estimate/818762_0/gallery_5fc77318dbe8c.jpg,N
723,1528102,13497555,/data/estimate/1528102_0/gallery_5fc7739a0ac8e.jpg,N
724,1339555,13497561,/data/estimate/1339555_0/gallery_5fc7739d57d2e.jpg,N
725,1339555,13497561,/data/estimate/1339555_0/gallery_5fc7739c9a960.jpg,N
726,1142450,13497607,/data/estimate/1142450_0/gallery_5fc773d653d66.jpg,N
727,1354129,13497654,/data/estimate/1354129_0/gallery_5fc7740b0b16b.jpg,N
728,991339,13497667,/data/estimate/991339_0/gallery_5fc77412e37d0.jpg,N
729,991339,13497667,/data/estimate/991339_0/gallery_5fc77413ac701.jpg,N
730,693682,13497879,/data/estimate/693682_0/gallery_5fc77500c7611.jpg,N
731,1673318,13497984,/data/estimate/1673318_0/gallery_5fc77557e447a.jpg,N
732,1187973,13498218,/data/estimate/1187973_0/gallery_5fc7765869b63.jpg,N
733,1187973,13498218,/data/estimate/1187973_0/gallery_5fc7765934140.jpg,N
734,1584050,13498289,/data/estimate/1584050_0/gallery_5fc77691b526e.jpg,N
735,1126959,13498344,/data/estimate/1126959_0/gallery_5fc776d06013b.jpg,N
736,1688674,13498375,/data/estimate/1688674_0/gallery_5fc776efd00c7.jpg,N
737,1688674,13498375,/data/estimate/1688674_0/gallery_5fc776f082cce.jpg,N
738,1688674,13498375,/data/estimate/1688674_0/gallery_5fc776ef10233.jpg,N
739,1264314,13498472,/data/estimate/1264314_0/gallery_5fc7775379977.jpg,N
740,1688674,13498743,/data/estimate/1688674_0/gallery_5fc77845cc136.jpg,N
741,1688674,13498743,/data/estimate/1688674_0/gallery_5fc77845338fe.jpg,N
742,1187428,13498788,/data/estimate/1187428_0/gallery_5fc7787053ddb.jpg,N
743,810034,13499057,/data/estimate/810034_0/gallery_5fc7796a051f1.jpg,N
744,1436111,13499255,/data/estimate/1436111_0/gallery_5fc77a3971c16.jpg,N
745,1258399,13499257,/data/estimate/1258399_0/gallery_5fc77a3b1bfef.jpg,N
746,1640052,13499348,/data/estimate/1640052_0/gallery_5fc77a9f50658.jpg,N
747,1124987,13499528,/data/estimate/1124987_0/gallery_5fc77b5655d2e.jpg,N
748,1134565,13499565,/data/estimate/1134565_0/gallery_5fc77b809ae53.jpg,N
749,1581412,13499575,/data/estimate/1581412_0/gallery_5fc77b88518dc.jpg,N
750,1253818,13499745,/data/estimate/1253818_0/gallery_5fc77c3483d1a.jpg,N
751,1419567,13499778,/data/estimate/1419567_0/gallery_5fc77c4e23980.jpg,N
752,1566807,13499865,/data/estimate/1566807_0/gallery_5fc77ca423b8a.jpg,N
753,1669572,13499888,/data/estimate/1669572_0/gallery_5fc77cc015c6d.jpg,N
754,1546049,13499891,/data/estimate/1546049_0/gallery_5fc77cc2a8e80.jpg,N
755,1493263,13499961,/data/estimate/1493263_0/gallery_5fc77d147400f.jpg,N
756,404949,13500048,/data/estimate/404949_0/gallery_5fc77d6907298.jpg,N
757,1493263,13500107,/data/estimate/1493263_0/gallery_5fc77dab22536.jpg,N
758,954635,13500137,/data/estimate/954635_0/gallery_5fc77dcada426.jpg,N
759,1687103,13500162,/data/estimate/1687103_0/gallery_5fc77de4b8c64.jpg,N
760,1126967,13500326,/data/estimate/1126967_0/gallery_5fc77ea182c33.jpg,N
761,454427,13500359,/data/estimate/454427_0/gallery_5fc77ecd0c46a.jpg,N
762,1514067,13500418,/data/estimate/1514067_0/gallery_5fc77f09573f5.jpg,N
763,938789,13500431,/data/estimate/938789_0/gallery_5fc77f1962c40.jpg,N
764,998051,13500616,/data/estimate/998051_0/gallery_5fc77ff80c076.jpg,N
765,1702003,13500746,/data/estimate/1702003_0/gallery_5fc7807820f26.jpg,N
766,1702003,13500746,/data/estimate/1702003_0/gallery_5fc78078bd0dd.jpg,N
767,1240502,13500762,/data/estimate/1240502_0/gallery_5fc78086b808c.jpg,N
768,1240502,13500762,/data/estimate/1240502_0/gallery_5fc78087581da.jpg,N
769,918039,13500770,/data/estimate/918039_0/gallery_5fc7808a1661f.jpg,N
770,1174810,13500855,/data/estimate/1174810_0/gallery_5fc780ec97755.jpg,N
771,1111131,13500857,/data/estimate/1111131_0/gallery_5fc780eeb2df6.jpg,N
772,1291189,13500867,/data/estimate/1291189_0/gallery_5fc780f47a1b4.jpg,N
773,1602240,13500944,/data/estimate/1602240_0/gallery_5fc7813ce81f6.jpg,N
774,1173366,13500946,/data/estimate/1173366_0/gallery_5fc7813fefe66.jpg,N
775,1167296,13500973,/data/estimate/1167296_0/gallery_5fc7815ed3606.jpg,N
776,1539333,13500995,/data/estimate/1539333_0/gallery_5fc782bb5b660.jpg,N
777,212880,13501018,/data/estimate/212880_0/gallery_5fc7818908d94.jpg,N
778,1059910,13501072,/data/estimate/1059910_0/gallery_5fc781c626471.jpg,N
779,978524,13501316,/data/estimate/978524_0/gallery_5fc782d084752.jpg,N
780,1004059,13501348,/data/estimate/1004059_0/gallery_5fc782f107530.jpg,N
781,1648552,13501467,/data/estimate/1648552_0/gallery_5fc7836c98cc5.jpg,N
782,1240638,13501475,/data/estimate/1240638_0/gallery_5fc7837129b46.jpg,N
783,1648552,13501550,/data/estimate/1648552_0/gallery_5fc783b2c804a.jpg,N
784,1648581,13501627,/data/estimate/1648581_0/gallery_5fc783f9dd0b3.jpg,N
785,1639235,13501654,/data/estimate/1639235_0/gallery_5fc7840cdcf6d.jpg,N
786,1629111,13501713,/data/estimate/1629111_0/gallery_5fc7844a0b60d.jpg,N
787,1190979,13501877,/data/estimate/1190979_0/gallery_5fc784efd6968.jpg,N
788,1602640,13501907,/data/estimate/1602640_0/gallery_5fc78508218e3.jpg,N
789,1602640,13501907,/data/estimate/1602640_0/gallery_5fc78508b631f.jpg,N
790,1387226,13501981,/data/estimate/1387226_0/gallery_5fc7855325233.jpg,N
791,1269512,13502507,/data/estimate/1269512_0/gallery_5fc78772a429e.jpg,N
792,1576538,13502538,/data/estimate/1576538_0/gallery_5fc7878b5b46a.jpg,N
793,1318572,13502555,/data/estimate/1318572_0/gallery_5fc7879769599.jpg,N
794,1539375,13502618,/data/estimate/1539375_0/gallery_5fc787cccc600.jpg,N
795,1132572,13502664,/data/estimate/1132572_0/gallery_5fc787f262c21.jpg,N
796,1629069,13502698,/data/estimate/1629069_0/gallery_5fc788068c64a.jpg,N
797,1629069,13502698,/data/estimate/1629069_0/gallery_5fc78805c85a3.jpg,N
798,1256849,13502751,/data/estimate/1256849_0/gallery_5fc78835b5c92.jpg,N
799,1042870,13502765,/data/estimate/1042870_0/gallery_5fc7883e8eef1.jpg,N
800,1186550,13502861,/data/estimate/1186550_0/gallery_5fc788966e578.jpg,N
801,1599766,13503094,/data/estimate/1599766_0/gallery_5fc78991ababb.jpg,N
802,1374493,13503133,/data/estimate/1374493_0/gallery_5fc789b86871e.jpg,N
803,1670385,13503173,/data/estimate/1670385_0/gallery_5fc789e45b188.jpg,N
804,1670385,13503173,/data/estimate/1670385_0/gallery_5fc789e4f3803.jpg,N
805,1670385,13503173,/data/estimate/1670385_0/gallery_5fc789e3a8d50.jpg,N
806,1094520,13503311,/data/estimate/1094520_0/gallery_5fc78a65b321c.jpg,N
807,1306589,13503349,/data/estimate/1306589_0/gallery_5fc78a8453f2d.jpg,N
808,1621938,13503452,/data/estimate/1621938_0/gallery_5fc78ae55ac24.jpg,N
809,1603437,13503472,/data/estimate/1603437_0/gallery_5fc78af7408b7.jpg,N
810,351201,13503506,/data/estimate/351201_0/gallery_5fc78b14b5cb2.jpg,N
811,351201,13503506,/data/estimate/351201_0/gallery_5fc78b134f7ae.jpg,N
812,351201,13503506,/data/estimate/351201_0/gallery_5fc78b14194cd.jpg,N
813,1639756,13503549,/data/estimate/1639756_0/gallery_5fc78b34f3323.jpg,N
814,704619,13503619,/data/estimate/704619_0/gallery_5fc78b72820a4.jpg,N
815,704619,13503619,/data/estimate/704619_0/gallery_5fc78b72e4cbd.jpg,N
816,1286511,13503713,/data/estimate/1286511_0/gallery_5fc78bcc55c2a.jpg,N
817,1570804,13503758,/data/estimate/1570804_0/gallery_5fc78bf8930c7.jpg,N
818,661273,13503784,/data/estimate/661273_0/gallery_5fc78c0b476fe.jpg,N
819,1214196,13503837,/data/estimate/1214196_0/gallery_5fc78c40818a4.jpg,N
820,1134355,13503996,/data/estimate/1134355_0/gallery_5fc78cee80a74.jpg,N
821,1115855,13504064,/data/estimate/1115855_0/gallery_5fc78d40ebdbe.jpg,N
822,1115855,13504064,/data/estimate/1115855_0/gallery_5fc78d419aa8b.jpg,N
823,1301276,13504136,/data/estimate/1301276_0/gallery_5fc78d933620b.jpg,N
824,1439916,13504271,/data/estimate/1439916_0/gallery_5fc78e20316d4.jpg,N
825,1266479,13504321,/data/estimate/1266479_0/gallery_5fc78e59bc0e6.jpg,N
826,1294690,13504322,/data/estimate/1294690_0/gallery_5fc78e5a308ab.jpg,N
827,1351344,13504377,/data/estimate/1351344_0/gallery_5fc78e9066cda.jpg,N
828,659554,13504469,/data/estimate/659554_0/gallery_5fc78ef5eefb2.jpg,N
829,1552454,13504616,/data/estimate/1552454_0/gallery_5fc78f82e63b1.jpg,N
830,914738,13504664,/data/estimate/914738_0/gallery_5fc78fb6382db.jpg,N
831,1690079,13504701,/data/estimate/1690079_0/gallery_5fc78fcf208fa.jpg,N
832,1253818,13504740,/data/estimate/1253818_0/gallery_5fc9dbdb798a7.jpg,N
833,1308760,13504759,/data/estimate/1308760_0/gallery_5fc790045f898.jpg,N
834,1086824,13504789,/data/estimate/1086824_0/gallery_5fc790212b0e4.jpg,N
835,1705719,13504844,/data/estimate/1705719_0/gallery_5fc7905e9ba52.jpg,N
836,1515903,13504909,/data/estimate/1515903_0/gallery_5fc790a6c04b3.jpg,N
837,1344346,13504938,/data/estimate/1344346_0/gallery_5fc790c53508e.jpg,N
838,936401,13504989,/data/estimate/936401_0/gallery_5fc790ec7d7bb.jpg,N
839,1191642,13505001,/data/estimate/1191642_0/gallery_5fc790f3c0f0b.jpg,N
840,705441,13505031,/data/estimate/705441_0/gallery_5fc791118cb42.jpg,N
841,1622892,13505091,/data/estimate/1622892_0/gallery_5fc79149a9778.jpg,N
842,1594245,13505114,/data/estimate/1594245_0/gallery_5fc79370e3941.jpg,N
843,1540559,13505125,/data/estimate/1540559_0/gallery_5fc791697969e.jpg,N
844,1680977,13505174,/data/estimate/1680977_0/gallery_5fc7918f1c2e7.jpg,N
845,1154157,13505393,/data/estimate/1154157_0/gallery_5fc7926bad1a8.jpg,N
846,1632839,13505411,/data/estimate/1632839_0/gallery_5fc7927c2ff80.jpg,N
847,1235879,13505418,/data/estimate/1235879_0/gallery_5fc79289bbfc0.jpg,N
848,1644688,13505435,/data/estimate/1644688_0/gallery_5fc7929e06a95.jpg,N
849,276256,13505436,/data/estimate/276256_0/gallery_5fc7929f5c028.jpg,N
850,1562388,13505471,/data/estimate/1562388_0/gallery_5fc792cd98c7b.jpg,N
851,1670454,13505522,/data/estimate/1670454_0/gallery_5fc79309bf988.jpg,N
852,1027814,13505644,/data/estimate/1027814_0/gallery_5fc793811d8f7.jpg,N
853,1086824,13505683,/data/estimate/1086824_0/gallery_5fc793a966d9e.jpg,N
854,704310,13505724,/data/estimate/704310_0/gallery_5fc793dd13e67.jpg,N
855,1616240,13505727,/data/estimate/1616240_0/gallery_5fc793e347aba.jpg,N
856,1361194,13505735,/data/estimate/1361194_0/gallery_5fc793ea5b95f.jpg,N
857,1339555,13505789,/data/estimate/1339555_0/gallery_5fc79429283ae.jpg,N
858,1227491,13505801,/data/estimate/1227491_0/gallery_5fc79433b542b.jpg,N
859,704310,13505828,/data/estimate/704310_0/gallery_5fc794573aeed.jpg,N
860,212880,13505847,/data/estimate/212880_0/gallery_5fc794669ad52.jpg,N
861,1267671,13505887,/data/estimate/1267671_0/gallery_5fc7949fb35c7.jpg,N
862,704310,13505918,/data/estimate/704310_0/gallery_5fc794c79b36c.jpg,N
863,1219394,13505941,/data/estimate/1219394_0/gallery_5fc794e47bd20.jpg,N
864,1208839,13505958,/data/estimate/1208839_0/gallery_5fc794f8d71be.jpg,N
865,1075683,13506046,/data/estimate/1075683_0/gallery_5fc795572250c.jpg,N
866,1094524,13506098,/data/estimate/1094524_0/gallery_5fc7958c088c6.jpg,N
867,1094524,13506098,/data/estimate/1094524_0/gallery_5fc7958b03e12.jpg,N
868,1227397,13506254,/data/estimate/1227397_0/gallery_5fc79640b984e.jpg,N
869,1605377,13506274,/data/estimate/1605377_0/gallery_5fc79658da667.jpg,N
870,1179819,13506362,/data/estimate/1179819_0/gallery_5fc796b8837c5.jpg,N
871,969663,13506392,/data/estimate/969663_0/gallery_5fc796d627a5c.jpg,N
872,1517363,13506450,/data/estimate/1517363_0/gallery_5fc7970785460.jpg,N
873,1208839,13506528,/data/estimate/1208839_0/gallery_5fc7975e9bf30.jpg,N
874,1626465,13506566,/data/estimate/1626465_0/gallery_5fc797884ac0a.jpg,N
875,1626465,13506566,/data/estimate/1626465_0/gallery_5fc7978648998.jpg,N
876,1626465,13506566,/data/estimate/1626465_0/gallery_5fc797877d3c9.jpg,N
877,1593216,13506593,/data/estimate/1593216_0/gallery_5fc7979ea5b01.jpg,N
878,1584097,13506654,/data/estimate/1584097_0/gallery_5fc797dc179f7.jpg,N
879,954594,13506892,/data/estimate/954594_0/gallery_5fc798cc1670f.jpg,N
880,996513,13506912,/data/estimate/996513_0/gallery_5fc798dd44324.jpg,N
881,1687109,13507021,/data/estimate/1687109_0/gallery_5fc799463ffc5.jpg,N
882,1638838,13507022,/data/estimate/1638838_0/gallery_5fc799473528d.jpg,N
883,1581412,13507043,/data/estimate/1581412_0/gallery_5fc7995cc3703.jpg,N
884,1225502,13507054,/data/estimate/1225502_0/gallery_5fc79964cd372.jpg,N
885,934113,13507091,/data/estimate/934113_0/gallery_5fc79986874d7.jpg,N
886,1549544,13507155,/data/estimate/1549544_0/gallery_5fc799ce31af5.jpg,N
887,998051,13507279,/data/estimate/998051_0/gallery_5fc79a5e310c8.jpg,N
888,1347258,13507297,/data/estimate/1347258_0/gallery_5fc79a6b8379e.jpg,N
889,1347258,13507297,/data/estimate/1347258_0/gallery_5fc79a6c44e26.jpg,N
890,554040,13507309,/data/estimate/554040_0/gallery_5fc79a75f3ce0.jpg,N
891,1168921,13507442,/data/estimate/1168921_0/gallery_5fc79af777d15.jpg,N
892,606312,13507672,/data/estimate/606312_0/gallery_5fc79bd46068e.jpg,N
893,250141,13507871,/data/estimate/250141_0/gallery_5fc79c9e0cc08.jpg,N
894,1669613,13507917,/data/estimate/1669613_0/gallery_5fc79ccf28e37.jpg,N
895,1538592,13507962,/data/estimate/1538592_0/gallery_5fc79d0e38d06.jpg,N
896,659554,13507991,/data/estimate/659554_0/gallery_5fc79d3344152.jpg,N
897,1564623,13508073,/data/estimate/1564623_0/gallery_5fc79d9174c12.jpg,N
898,1174995,13508188,/data/estimate/1174995_0/gallery_5fc79e146e505.jpg,N
899,1139192,13508258,/data/estimate/1139192_0/gallery_5fc79e5d203ee.jpg,N
900,1465031,13508396,/data/estimate/1465031_0/gallery_5fc79ef3cef14.jpg,N
901,1638838,13508440,/data/estimate/1638838_0/gallery_5fc79f23a2c26.jpg,N
902,1535337,13508603,/data/estimate/1535337_0/gallery_5fc79fdab1217.jpg,N
903,1605978,13508631,/data/estimate/1605978_0/gallery_5fc79ff89dcf5.jpg,N
904,1208839,13508719,/data/estimate/1208839_0/gallery_5fc7a0572e940.jpg,N
905,1669572,13508839,/data/estimate/1669572_0/gallery_5fc7a0df6a11c.jpg,N
906,1551889,13508883,/data/estimate/1551889_0/gallery_5fc7a1173c697.jpg,N
907,1687100,13508885,/data/estimate/1687100_0/gallery_5fc7a11943595.jpg,N
908,1128656,13508897,/data/estimate/1128656_0/gallery_5fc7a12b30176.jpg,N
909,291498,13508923,/data/estimate/291498_0/gallery_5fc7a14850f22.jpg,N
910,291498,13508923,/data/estimate/291498_0/gallery_5fc7a148c39e0.jpg,N
911,1595607,13508942,/data/estimate/1595607_0/gallery_5fc7a160700e2.jpg,N
912,1014967,13508949,/data/estimate/1014967_0/gallery_5fc7a166e3478.jpg,N
913,1111594,13508984,/data/estimate/1111594_0/gallery_5fc7a19182cf7.jpg,N
914,1617100,13509145,/data/estimate/1617100_0/gallery_5fc7a264160f2.jpg,N
915,1443453,13509266,/data/estimate/1443453_0/gallery_5fc7a2f8bdfd5.jpg,N
916,212880,13509348,/data/estimate/212880_0/gallery_5fc7a36f8d83f.jpg,N
917,1142008,13509395,/data/estimate/1142008_0/gallery_5fc7a3ba563c6.jpg,N
918,1142008,13509395,/data/estimate/1142008_0/gallery_5fc7a3bbb3a7a.jpg,N
919,1142008,13509395,/data/estimate/1142008_0/gallery_5fc7a3bd3d3cf.jpg,N
920,1150878,13509408,/data/estimate/1150878_0/gallery_5fc7a3ce3c961.jpg,N
921,1599943,13509485,/data/estimate/1599943_0/gallery_5fc7a42728ed0.jpg,N
922,659554,13509640,/data/estimate/659554_0/gallery_5fc7a50512c7b.jpg,N
923,668822,13509803,/data/estimate/668822_0/gallery_5fc7a5daa1fb0.jpg,N
924,1633089,13509853,/data/estimate/1633089_0/gallery_5fc7a6276dd7b.jpg,N
925,1633089,13509853,/data/estimate/1633089_0/gallery_5fc7a62678ce7.jpg,N
926,1638839,13509871,/data/estimate/1638839_0/gallery_5fc7a63cc7a0f.jpg,N
927,1125800,13509883,/data/estimate/1125800_0/gallery_5fc7a6482d64b.jpg,N
928,1688623,13509916,/data/estimate/1688623_0/gallery_5fc7a6764a3da.jpg,N
929,1266472,13509967,/data/estimate/1266472_0/gallery_5fc7a6bbe74c1.jpg,N
930,1593192,13510131,/data/estimate/1593192_0/gallery_5fc7a7a0d22e6.jpg,N
931,1291017,13510197,/data/estimate/1291017_0/gallery_5fc7a7fada7c7.jpg,N
932,1291017,13510197,/data/estimate/1291017_0/gallery_5fc7a7fc02072.jpg,N
933,1685841,13510202,/data/estimate/1685841_0/gallery_5fc7a80618367.jpg,N
934,1102049,13510279,/data/estimate/1102049_0/gallery_5fc7a8775a1b1.jpg,N
935,1044507,13510282,/data/estimate/1044507_0/gallery_5fc7a87a77ac9.jpg,N
936,1688616,13510387,/data/estimate/1688616_0/gallery_5fc7a9219e3ad.jpg,N
937,1149211,13510409,/data/estimate/1149211_0/gallery_5fc7a947b7cbb.jpg,N
938,1149211,13510409,/data/estimate/1149211_0/gallery_5fc7a94845c88.jpg,N
939,606067,13510418,/data/estimate/606067_0/gallery_5fc7a95047115.jpg,N
940,1609224,13510483,/data/estimate/1609224_0/gallery_5fc7a9b97133a.jpg,N
941,1291619,13510524,/data/estimate/1291619_0/gallery_5fc7a9f641949.jpg,N
